"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.613821994E1,3.881999969E1,-1.619999886E1,3.450000000E1,5.440296260E1
1.614621555E1,3.887999725E1,-1.637999916E1,3.371999741E1,5.400922869E1
1.615415012E1,3.911999893E1,-1.607999992E1,3.384000015E1,5.416720709E1
1.616205417E1,3.911999893E1,-1.559999943E1,3.318000031E1,5.361573201E1
1.616989719E1,3.947999954E1,-1.553999996E1,3.281999969E1,5.364060349E1
1.617780124E1,3.954000092E1,-1.542000008E1,3.347999954E1,5.405643758E1
1.618576633E1,4.002000046E1,-1.571999931E1,3.341999817E1,5.445746131E1
1.619367038E1,3.995999908E1,-1.571999931E1,3.384000015E1,5.467234690E1
1.620163547E1,3.989999771E1,-1.542000008E1,3.365999985E1,5.443144137E1
1.620950901E1,4.055999756E1,-1.553999996E1,3.371999741E1,5.498766431E1
1.621741306E1,4.007999802E1,-1.583999920E1,3.389999771E1,5.483175777E1
1.622537815E1,4.002000046E1,-1.607999992E1,3.371999741E1,5.474673560E1
1.623331272E1,4.002000046E1,-1.626000023E1,3.402000046E1,5.498498409E1
1.624127780E1,3.936000061E1,-1.602000046E1,3.341999817E1,5.406243003E1
1.624909030E1,3.929999924E1,-1.565999985E1,3.336000061E1,5.387592390E1
1.625699436E1,3.929999924E1,-1.565999985E1,3.371999741E1,5.409957264E1
1.626498996E1,3.911999893E1,-1.535999966E1,3.318000031E1,5.354639415E1
1.627289402E1,3.971999741E1,-1.559999943E1,3.341999817E1,5.420271629E1
1.628085910E1,3.936000061E1,-1.577999973E1,3.336000061E1,5.395468173E1
1.628870212E1,4.002000046E1,-1.523999977E1,3.323999786E1,5.421028950E1
1.629660617E1,4.050000000E1,-1.553999996E1,3.371999741E1,5.494342385E1
1.630460178E1,4.037999725E1,-1.589999962E1,3.443999863E1,5.540277675E1
1.631253635E1,4.055999756E1,-1.596000004E1,3.425999832E1,5.543989978E1
1.632050144E1,4.043999863E1,-1.619999886E1,3.425999832E1,5.542184530E1
1.632837497E1,4.002000046E1,-1.631999969E1,3.450000000E1,5.530092971E1
1.633630954E1,3.947999954E1,-1.571999931E1,3.438000107E1,5.466052703E1
1.634430515E1,3.984000015E1,-1.559999943E1,3.479999924E1,5.515093418E1
1.635220920E1,3.989999771E1,-1.583999920E1,3.479999924E1,5.526260344E1
1.636017429E1,4.020000076E1,-1.571999931E1,3.461999893E1,5.533265551E1
1.636804782E1,4.068000031E1,-1.596000004E1,3.443999863E1,5.563899290E1
1.637598239E1,4.031999969E1,-1.583999920E1,3.431999969E1,5.526726272E1
1.638397800E1,4.002000046E1,-1.559999943E1,3.402000046E1,5.479343802E1
1.639188205E1,3.984000015E1,-1.565999985E1,3.402000046E1,5.467926150E1
1.639981662E1,4.002000046E1,-1.547999954E1,3.341999817E1,5.438866702E1
1.640769016E1,4.002000046E1,-1.565999985E1,3.365999985E1,5.458783401E1
1.641559421E1,3.995999908E1,-1.565999985E1,3.371999741E1,5.458090643E1
1.642355930E1,4.007999802E1,-1.602000046E1,3.389999771E1,5.488402774E1
1.643149387E1,3.977999878E1,-1.631999969E1,3.425999832E1,5.497761524E1
1.643939792E1,4.007999802E1,-1.631999969E1,3.425999832E1,5.519507329E1
1.644730197E1,4.007999802E1,-1.613999939E1,3.479999924E1,5.547923727E1
1.645523654E1,4.002000046E1,-1.583999920E1,3.491999817E1,5.542483454E1
1.646320163E1,3.984000015E1,-1.559999943E1,3.534000015E1,5.549325369E1
1.647113620E1,3.984000015E1,-1.523999977E1,3.515999985E1,5.527846592E1
1.647913181E1,4.002000046E1,-1.577999973E1,3.479999924E1,5.533216763E1
1.648700534E1,3.977999878E1,-1.565999985E1,3.450000000E1,5.493572515E1
1.649493991E1,4.002000046E1,-1.553999996E1,3.431999969E1,5.496320965E1
1.650290500E1,3.965999985E1,-1.577999973E1,3.455999756E1,5.492101065E1
1.651083957E1,3.923999786E1,-1.589999962E1,3.486000061E1,5.484347785E1
1.651880466E1,3.936000061E1,-1.589999962E1,3.486000061E1,5.492940268E1
1.652670871E1,3.893999863E1,-1.565999985E1,3.431999969E1,5.421643171E1
1.653461277E1,3.911999893E1,-1.565999985E1,3.438000107E1,5.438376950E1
1.654260837E1,3.959999847E1,-1.529999924E1,3.365999985E1,5.417790551E1
1.655054294E1,4.031999969E1,-1.535999966E1,3.365999985E1,5.472319028E1
1.655850803E1,4.079999924E1,-1.559999943E1,3.359999847E1,5.510861836E1
1.656632053E1,4.061999893E1,-1.547999954E1,3.318000031E1,5.468571220E1
1.657425510E1,4.013999939E1,-1.529999924E1,3.354000092E1,5.449991917E1
1.658222019E1,3.971999741E1,-1.517999935E1,3.347999954E1,5.412043000E1
1.659012424E1,3.959999847E1,-1.535999966E1,3.347999954E1,5.408326763E1
1.659808933E1,3.971999741E1,-1.529999924E1,3.359999847E1,5.422848023E1
1.660593235E1,4.007999802E1,-1.547999954E1,3.341999817E1,5.443282929E1
1.661386692E1,3.995999908E1,-1.559999943E1,3.341999817E1,5.437883583E1
1.662186252E1,3.989999771E1,-1.565999985E1,3.389999771E1,5.464846985E1
1.662979709E1,4.020000076E1,-1.577999973E1,3.413999939E1,5.505077666E1
1.663776218E1,4.037999725E1,-1.529999924E1,3.420000076E1,5.508424645E1
1.664566623E1,4.013999939E1,-1.553999996E1,3.377999878E1,5.471562361E1
1.665357028E1,3.977999878E1,-1.571999931E1,3.377999878E1,5.450371546E1
1.666153537E1,3.965999985E1,-1.547999954E1,3.365999985E1,5.427284370E1
1.666946994E1,3.954000092E1,-1.565999985E1,3.377999878E1,5.431146827E1
1.667740451E1,3.977999878E1,-1.542000008E1,3.455999756E1,5.490553830E1
1.668527805E1,4.002000046E1,-1.511999989E1,3.384000015E1,5.454686465E1
1.669318210E1,4.013999939E1,-1.571999931E1,3.395999908E1,5.487822398E1
1.670114719E1,4.002000046E1,-1.602000046E1,3.395999908E1,5.487733949E1
1.670905124E1,4.025999832E1,-1.602000046E1,3.365999985E1,5.486805509E1
1.671704685E1,4.020000076E1,-1.637999916E1,3.407999802E1,5.518868270E1
1.672485935E1,3.984000015E1,-1.589999962E1,3.389999771E1,5.467399240E1
1.673276340E1,3.965999985E1,-1.583999920E1,3.389999771E1,5.452550786E1
1.674075901E1,3.929999924E1,-1.613999939E1,3.395999908E1,5.438999042E1
1.674866306E1,3.936000061E1,-1.571999931E1,3.329999924E1,5.390007399E1
1.675662815E1,3.954000092E1,-1.596000004E1,3.311999893E1,5.399136600E1
1.676450168E1,3.929999924E1,-1.589999962E1,3.336000061E1,5.394617288E1
1.677240573E1,3.947999954E1,-1.571999931E1,3.336000061E1,5.402479415E1
1.678037082E1,3.941999817E1,-1.613999939E1,3.425999832E1,5.466427829E1
1.678830539E1,3.923999786E1,-1.589999962E1,3.450000000E1,5.461535883E1
1.679627048E1,3.971999741E1,-1.589999962E1,3.420000076E1,5.477342635E1
1.680414402E1,3.965999985E1,-1.589999962E1,3.413999939E1,5.469245957E1
1.681207859E1,3.971999741E1,-1.577999973E1,3.354000092E1,5.432879758E1
1.682007419E1,3.984000015E1,-1.602000046E1,3.389999771E1,5.470901088E1
1.682800876E1,3.941999817E1,-1.602000046E1,3.402000046E1,5.447877661E1
1.683594333E1,3.959999847E1,-1.619999886E1,3.450000000E1,5.496225834E1
1.684384738E1,3.971999741E1,-1.602000046E1,3.468000031E1,5.510917374E1
1.685175144E1,3.965999985E1,-1.571999931E1,3.443999863E1,5.482834551E1
1.685974704E1,3.965999985E1,-1.596000004E1,3.443999863E1,5.489763833E1
1.686765110E1,3.941999817E1,-1.583999920E1,3.371999741E1,5.423910080E1
1.687561618E1,3.947999954E1,-1.619999886E1,3.384000015E1,5.446334489E1
1.688348972E1,3.923999786E1,-1.637999916E1,3.365999985E1,5.423170101E1
1.689142429E1,3.941999817E1,-1.631999969E1,3.354000092E1,5.426979185E1
1.689938938E1,3.929999924E1,-1.644000053E1,3.407999802E1,5.455464987E1
1.690732395E1,3.905999756E1,-1.644000053E1,3.395999908E1,5.430689242E1
1.691528904E1,3.900000000E1,-1.650000000E1,3.402000046E1,5.431952164E1
1.692313205E1,3.900000000E1,-1.631999969E1,3.420000076E1,5.437814306E1
1.693106662E1,3.936000061E1,-1.602000046E1,3.354000092E1,5.413669480E1
1.693900119E1,3.947999954E1,-1.589999962E1,3.341999817E1,5.411447708E1
1.694693576E1,3.977999878E1,-1.583999920E1,3.354000092E1,5.439012354E1
1.695487033E1,3.995999908E1,-1.577999973E1,3.359999847E1,5.454145044E1
1.696274387E1,3.984000015E1,-1.602000046E1,3.371999741E1,5.459765793E1
1.697067844E1,3.977999878E1,-1.602000046E1,3.389999771E1,5.466533236E1
1.697864353E1,4.007999802E1,-1.589999962E1,3.365999985E1,5.470111350E1
1.698654758E1,4.007999802E1,-1.602000046E1,3.359999847E1,5.469923723E1
1.699454318E1,3.947999954E1,-1.619999886E1,3.407999802E1,5.461278780E1
1.700241672E1,3.954000092E1,-1.626000023E1,3.443999863E1,5.489911461E1
1.701035129E1,3.941999817E1,-1.626000023E1,3.455999756E1,5.488822546E1
1.701834690E1,3.936000061E1,-1.577999973E1,3.450000000E1,5.466688248E1
1.702625095E1,3.989999771E1,-1.571999931E1,3.425999832E1,5.488966825E1
1.703421604E1,3.954000092E1,-1.577999973E1,3.395999908E1,5.445825559E1
1.704208957E1,3.965999985E1,-1.637999916E1,3.407999802E1,5.479658954E1
1.704999363E1,3.977999878E1,-1.679999924E1,3.407999802E1,5.501031305E1
1.705795871E1,3.995999908E1,-1.655999947E1,3.413999939E1,5.510512379E1
1.706595432E1,4.043999863E1,-1.613999939E1,3.425999832E1,5.540433696E1
1.707388889E1,4.050000000E1,-1.571999931E1,3.425999832E1,5.532735186E1
1.708176242E1,4.031999969E1,-1.559999943E1,3.402000046E1,5.501293292E1
1.708969699E1,3.989999771E1,-1.523999977E1,3.365999985E1,5.438072269E1
1.709769260E1,3.977999878E1,-1.511999989E1,3.341999817E1,5.411061797E1
1.710559665E1,3.941999817E1,-1.469999981E1,3.323999786E1,5.361831504E1
1.711356174E1,3.929999924E1,-1.493999958E1,3.329999924E1,5.363379044E1
1.712146579E1,3.959999847E1,-1.535999966E1,3.371999741E1,5.423216475E1
1.712936985E1,3.989999771E1,-1.553999996E1,3.371999741E1,5.450265719E1
1.713736545E1,4.020000076E1,-1.602000046E1,3.407999802E1,5.508290788E1
1.714526950E1,3.989999771E1,-1.596000004E1,3.413999939E1,5.488415962E1
1.715323459E1,4.002000046E1,-1.607999992E1,3.413999939E1,5.500642138E1
1.716110813E1,3.941999817E1,-1.650000000E1,3.413999939E1,5.469667096E1
1.716904270E1,3.893999863E1,-1.661999893E1,3.371999741E1,5.412565087E1
1.717700778E1,3.959999847E1,-1.661999893E1,3.413999939E1,5.486277246E1
1.718497287E1,3.989999771E1,-1.668000031E1,3.413999939E1,5.509783830E1
1.719293796E1,4.031999969E1,-1.631999969E1,3.425999832E1,5.536959681E1
1.720075046E1,4.025999832E1,-1.637999916E1,3.443999863E1,5.545525532E1
1.720865451E1,4.037999725E1,-1.607999992E1,3.431999969E1,5.538025781E1
1.721661960E1,4.013999939E1,-1.583999920E1,3.450000000E1,5.524830428E1
1.722452365E1,4.020000076E1,-1.577999973E1,3.413999939E1,5.505077666E1
1.723248874E1,4.007999802E1,-1.583999920E1,3.407999802E1,5.494322597E1
1.724036228E1,3.959999847E1,-1.685999870E1,3.425999832E1,5.501060734E1
1.724826633E1,3.947999954E1,-1.703999901E1,3.407999802E1,5.486782477E1
1.725623142E1,3.936000061E1,-1.679999924E1,3.420000076E1,5.478220217E1
1.726413547E1,3.977999878E1,-1.685999870E1,3.431999969E1,5.517762443E1
1.727210056E1,4.025999832E1,-1.613999939E1,3.407999802E1,5.516170148E1
1.727994358E1,4.025999832E1,-1.613999939E1,3.425999832E1,5.527309047E1
1.728784763E1,4.002000046E1,-1.602000046E1,3.455999756E1,5.525064961E1
1.729581272E1,3.995999908E1,-1.547999954E1,3.413999939E1,5.479024978E1
1.730374729E1,3.995999908E1,-1.565999985E1,3.395999908E1,5.472950447E1
1.731171238E1,3.984000015E1,-1.529999924E1,3.377999878E1,5.442796989E1
1.731955539E1,3.989999771E1,-1.583999920E1,3.359999847E1,5.451490887E1
